index,day,mounth,day_of_week,type_of_car,number_of_car,mass_of_trash,size_of_trash,density,tmax,tmin
3390,3,Март,среда,КМУ,Н275ОС154,8840,"271,54","32,55505635",-12°,-21°
3391,3,Март,среда,ФУСО,Н547ТТ154,12800,"248,79","51,44901322",-12°,-21°
3392,3,Март,среда,ФУСО,Н586ТТ154,7780,"128,38","60,60133977",-12°,-21°
3393,3,Март,среда,Боковая,Н403МВ154,4700,"80,17","58,62542098",-12°,-21°
3394,3,Март,среда,Боковая,Н405МВ154,4220,"53,08","79,50263753",-12°,-21°
3395,3,Март,среда,Задняя,В222СО178,0,0,0,-12°,-21°
3396,3,Март,среда,Задняя,К281ВС154,13840,"266,58","51,91687298",-12°,-21°
3397,3,Март,среда,Задняя,К404СВ154,12340,"224,99","54,84688208",-12°,-21°
3398,3,Март,среда,Задняя,К910ЕА154,9440,"200,86","46,99790899",-12°,-21°
3399,3,Март,среда,Задняя,М011ХЕ32,11420,"209,84","54,42241708",-12°,-21°
3400,3,Март,среда,Задняя,Н561УУ154,12820,"239,6","53,50584307",-12°,-21°
3401,3,Март,среда,Задняя,Н590УУ154,10980,"214,22","51,25571842",-12°,-21°
3402,3,Март,среда,Задняя,Н853НР123,0,0,0,-12°,-21°
3403,3,Март,среда,Задняя,К170ВС154,15100,"268,62","56,21323803",-12°,-21°
3404,3,Март,среда,Задняя,Н208УУ154,11420,"229,93","49,66729004",-12°,-21°
3405,3,Март,среда,Задняя,Н252УУ154,10580,"224,04","47,22371005",-12°,-21°
3406,3,Март,среда,Задняя,Н263УУ154,11240,"240,4","46,75540765",-12°,-21°
3407,3,Март,среда,Задняя,Н509ТТ154,17860,"338,41","52,7762182",-12°,-21°
3408,3,Март,среда,Задняя,Н513ТТ154,16360,"265,06","61,72187429",-12°,-21°
3409,3,Март,среда,Задняя,Н548ТТ154,14180,"213,7","66,35470285",-12°,-21°
3410,3,Март,среда,Задняя,Н590ТТ154,15380,"298,5","51,52428811",-12°,-21°
3411,3,Март,среда,Задняя,Н864ТТ154,14540,"250,9","57,95137505",-12°,-21°
3412,3,Март,среда,Задняя,О369АР750,12520,"220,37","56,81354086",-12°,-21°
3413,3,Март,среда,Задняя,Т237ВВ750,11380,"192,14","59,22764651",-12°,-21°
3414,3,Март,среда,Задняя,Т535РС69,0,0,0,-12°,-21°
3415,3,Март,среда,Задняя,Т551РС69,18300,"321,2","56,97384807",-12°,-21°
3416,4,Март,четверг,Бункеровоз,В297КЕ147,1000,29,"34,48275862",-5°,-15°
3417,4,Март,четверг,Бункеровоз,К721ВС154,4600,32,"143,75",-5°,-15°
3418,4,Март,четверг,Бункеровоз,Н726РУ154,4560,40,114,-5°,-15°
3419,4,Март,четверг,Бункеровоз,Н991НУ154,5300,48,"110,4166667",-5°,-15°
3420,4,Март,четверг,Мультилифт,К801ВА154,0,0,0,-5°,-15°
3421,4,Март,четверг,Мультилифт,Н416НС154,0,0,0,-5°,-15°
3422,4,Март,четверг,Мультилифт,Н869МК154,2340,24,"97,5",-5°,-15°
3423,4,Март,четверг,Самосвал,В149НА750,1740,24,"72,5",-5°,-15°
3424,4,Март,четверг,Самосвал,К693СА154,440,17,"25,88235294",-5°,-15°
3425,4,Март,четверг,Самосвал,К722ВС154,2460,22,"111,8181818",-5°,-15°
3426,4,Март,четверг,Самосвал,К836ВС154,1140,11,"103,6363636",-5°,-15°
3427,4,Март,четверг,Самосвал,Н200НХ154,3800,24,"158,3333333",-5°,-15°
3428,4,Март,четверг,Самосвал,Н283УУ154,1720,22,"78,18181818",-5°,-15°
3429,4,Март,четверг,Самосвал,Н300УУ154,3560,33,"107,8787879",-5°,-15°
3430,4,Март,четверг,Самосвал,Н344РТ154,0,0,0,-5°,-15°
3431,4,Март,четверг,Самосвал,Н345РК154,1520,22,"69,09090909",-5°,-15°
3432,4,Март,четверг,Самосвал,Н412РК154,5900,44,"134,0909091",-5°,-15°
3433,4,Март,четверг,Самосвал,Н419РК154,1300,11,"118,1818182",-5°,-15°
3434,4,Март,четверг,Самосвал,Н515РТ154,1720,16,"107,5",-5°,-15°
3435,4,Март,четверг,Самосвал,Н534ТТ154,2840,22,"129,0909091",-5°,-15°
3436,4,Март,четверг,Самосвал,Н583РТ154,2440,24,"101,6666667",-5°,-15°
3437,4,Март,четверг,Самосвал,Н585ТТ154,2000,22,"90,90909091",-5°,-15°
3438,4,Март,четверг,Самосвал,Н587ТТ154,5240,44,"119,0909091",-5°,-15°
3439,4,Март,четверг,Самосвал,Н589ТТ154,2120,22,"96,36363636",-5°,-15°
3440,4,Март,четверг,Самосвал,Н833ТТ154,1620,8,"202,5",-5°,-15°
3441,4,Март,четверг,Самосвал,Н849ТТ154,2520,22,"114,5454545",-5°,-15°
3442,4,Март,четверг,Самосвал,Н861ТТ154,1680,22,"76,36363636",-5°,-15°
3443,4,Март,четверг,Самосвал,Н915РУ154,0,0,0,-5°,-15°
3444,4,Март,четверг,КМУ,Н275ОС154,2680,"276,84","9,680681982",-5°,-15°
3445,4,Март,четверг,ФУСО,Н547ТТ154,13380,"243,51","54,94640877",-5°,-15°
3446,4,Март,четверг,ФУСО,Н586ТТ154,5940,"120,3","49,3765586",-5°,-15°
3447,4,Март,четверг,Боковая,Н403МВ154,3720,"56,52","65,81740977",-5°,-15°
3448,4,Март,четверг,Боковая,Н405МВ154,5580,"73,72","75,69180684",-5°,-15°
3449,4,Март,четверг,Задняя,В222СО178,0,0,0,-5°,-15°
3450,4,Март,четверг,Задняя,К281ВС154,13060,"264,11","49,44909318",-5°,-15°
3451,4,Март,четверг,Задняя,К404СВ154,12260,"222,13","55,19290506",-5°,-15°
3452,4,Март,четверг,Задняя,К910ЕА154,12180,"210,77","57,78811026",-5°,-15°
3453,4,Март,четверг,Задняя,М011ХЕ32,13580,"214,39","63,34250665",-5°,-15°
3454,4,Март,четверг,Задняя,Н561УУ154,14800,"242,24","61,09643329",-5°,-15°
3455,4,Март,четверг,Задняя,Н590УУ154,11160,"215,08","51,8876697",-5°,-15°
3456,4,Март,четверг,Задняя,Н853НР123,0,0,0,-5°,-15°
3457,4,Март,четверг,Задняя,К170ВС154,17980,"257,15","69,92027999",-5°,-15°
3458,4,Март,четверг,Задняя,Н208УУ154,12860,"236,84","54,29826043",-5°,-15°
3459,4,Март,четверг,Задняя,Н252УУ154,11720,"215,07","54,49388571",-5°,-15°
3460,4,Март,четверг,Задняя,Н263УУ154,12700,"244,91","51,85578376",-5°,-15°
3461,4,Март,четверг,Задняя,Н509ТТ154,44140,"330,9","133,3937746",-5°,-15°
3462,4,Март,четверг,Задняя,Н513ТТ154,13760,"266,51","51,63033282",-5°,-15°
3463,4,Март,четверг,Задняя,Н548ТТ154,13840,"197,31","70,14342912",-5°,-15°
3464,4,Март,четверг,Задняя,Н590ТТ154,30860,"317,12","97,31331988",-5°,-15°
3465,4,Март,четверг,Задняя,Н864ТТ154,10300,238,"43,27731092",-5°,-15°
3466,4,Март,четверг,Задняя,О369АР750,13860,"245,96","56,35062612",-5°,-15°
3467,4,Март,четверг,Задняя,Т237ВВ750,6380,"145,2","43,93939394",-5°,-15°
3468,4,Март,четверг,Задняя,Т535РС69,4920,"82,17","59,8758671",-5°,-15°
3469,4,Март,четверг,Задняя,Т551РС69,19760,"316,8","62,37373737",-5°,-15°
3470,5,Март,пятница,Бункеровоз,В297КЕ147,3380,40,"84,5",-1°,-8°
3471,5,Март,пятница,Бункеровоз,К721ВС154,4520,47,"96,17021277",-1°,-8°
3472,5,Март,пятница,Бункеровоз,Н726РУ154,3840,48,80,-1°,-8°
3473,5,Март,пятница,Бункеровоз,Н991НУ154,6260,56,"111,7857143",-1°,-8°
3474,5,Март,пятница,Мультилифт,К801ВА154,0,0,0,-1°,-8°
3475,5,Март,пятница,Мультилифт,Н416НС154,700,27,"25,92592593",-1°,-8°
3476,5,Март,пятница,Мультилифт,Н869МК154,6600,36,"183,3333333",-1°,-8°
3477,5,Март,пятница,Самосвал,В149НА750,2400,24,100,-1°,-8°
3478,5,Март,пятница,Самосвал,К693СА154,3000,17,"176,4705882",-1°,-8°
3479,5,Март,пятница,Самосвал,К722ВС154,540,11,"49,09090909",-1°,-8°
3480,5,Март,пятница,Самосвал,К836ВС154,7100,44,"161,3636364",-1°,-8°
3481,5,Март,пятница,Самосвал,Н200НХ154,2600,16,"162,5",-1°,-8°
3482,5,Март,пятница,Самосвал,Н283УУ154,4020,22,"182,7272727",-1°,-8°
3483,5,Март,пятница,Самосвал,Н300УУ154,2100,22,"95,45454545",-1°,-8°
3484,5,Март,пятница,Самосвал,Н344РТ154,0,0,0,-1°,-8°
3485,5,Март,пятница,Самосвал,Н345РК154,1600,22,"72,72727273",-1°,-8°
3486,5,Март,пятница,Самосвал,Н412РК154,4240,33,"128,4848485",-1°,-8°
3487,5,Март,пятница,Самосвал,Н419РК154,1080,11,"98,18181818",-1°,-8°
3488,5,Март,пятница,Самосвал,Н515РТ154,0,0,0,-1°,-8°
3489,5,Март,пятница,Самосвал,Н534ТТ154,1800,11,"163,6363636",-1°,-8°
3490,5,Март,пятница,Самосвал,Н583РТ154,1820,16,"113,75",-1°,-8°
3491,5,Март,пятница,Самосвал,Н585ТТ154,1600,11,"145,4545455",-1°,-8°
3492,5,Март,пятница,Самосвал,Н587ТТ154,4660,44,"105,9090909",-1°,-8°
3493,5,Март,пятница,Самосвал,Н589ТТ154,1880,11,"170,9090909",-1°,-8°
3494,5,Март,пятница,Самосвал,Н833ТТ154,1140,8,"142,5",-1°,-8°
3495,5,Март,пятница,Самосвал,Н849ТТ154,2240,22,"101,8181818",-1°,-8°
3496,5,Март,пятница,Самосвал,Н861ТТ154,2380,33,"72,12121212",-1°,-8°
3497,5,Март,пятница,Самосвал,Н915РУ154,0,0,0,-1°,-8°
3498,5,Март,пятница,КМУ,Н275ОС154,10240,"299,42","34,19945227",-1°,-8°
3499,5,Март,пятница,ФУСО,Н547ТТ154,14280,"234,27","60,95530798",-1°,-8°
3500,5,Март,пятница,ФУСО,Н586ТТ154,6720,"122,88","54,6875",-1°,-8°
3501,5,Март,пятница,Боковая,Н403МВ154,4600,"65,31","70,43331802",-1°,-8°
3502,5,Март,пятница,Боковая,Н405МВ154,5520,"70,02","78,83461868",-1°,-8°
3503,5,Март,пятница,Задняя,В222СО178,4100,32,"128,125",-1°,-8°
3504,5,Март,пятница,Задняя,К281ВС154,14580,"274,5","53,1147541",-1°,-8°
3505,5,Март,пятница,Задняя,К404СВ154,14420,"234,89","61,39043808",-1°,-8°
3506,5,Март,пятница,Задняя,К910ЕА154,12720,"202,6","62,78381046",-1°,-8°
3507,5,Март,пятница,Задняя,М011ХЕ32,14860,"224,39","66,22398503",-1°,-8°
3508,5,Март,пятница,Задняя,Н561УУ154,15400,"251,26","61,29109289",-1°,-8°
3509,5,Март,пятница,Задняя,Н590УУ154,12020,"218,41","55,03411016",-1°,-8°
3510,5,Март,пятница,Задняя,Н853НР123,0,0,0,-1°,-8°
3511,5,Март,пятница,Задняя,К170ВС154,13520,"265,22","50,97654777",-1°,-8°
3512,5,Март,пятница,Задняя,Н208УУ154,15240,"212,77","71,62663909",-1°,-8°
3513,5,Март,пятница,Задняя,Н252УУ154,12380,"226,68","54,61443445",-1°,-8°
3514,5,Март,пятница,Задняя,Н263УУ154,13120,"235,73","55,6568956",-1°,-8°
3515,5,Март,пятница,Задняя,Н509ТТ154,22720,"355,65","63,88303107",-1°,-8°
3516,5,Март,пятница,Задняя,Н513ТТ154,17220,"275,2","62,57267442",-1°,-8°
3517,5,Март,пятница,Задняя,Н548ТТ154,15140,"222,56","68,02659957",-1°,-8°
3518,5,Март,пятница,Задняя,Н590ТТ154,18020,"290,94","61,93716918",-1°,-8°
3519,5,Март,пятница,Задняя,Н864ТТ154,11700,"274,96","42,55164388",-1°,-8°
3520,5,Март,пятница,Задняя,О369АР750,15020,"240,39","62,48180041",-1°,-8°
3521,5,Март,пятница,Задняя,Т237ВВ750,13500,225,60,-1°,-8°
3522,5,Март,пятница,Задняя,Т535РС69,0,0,0,-1°,-8°
